,movie,star,comment
0,教父2,5,74/47th 第一部是关于神化的智慧。第二部是男人的光辉与悲哀，以及意大利的传统家族观念在美国的狗屁价值观前节节败退
1,教父2,4,两代人的对比，Al Pacino和Robert Duvall都太帅了，不同的是，父亲拥有家庭与荣华，而Al Pacino几乎失去了所有亲人。
2,教父2,4,【720P】这部电影告诉我们，为什么“富不过三代”——因为富二代们的生活总是很混乱。
3,教父2,5,罗斯之死是因为迈克赶尽杀绝的处事方式，潘坦居里之死体现着黑道规则，弗雷多的死则纯粹出于家族伦理。迈克在坚持父亲家族至上的价值观念，但时代的变迁使他的家族价值观无以为继，而缺乏亲和力的他也无法像父亲一样对自己的亲信恩威并施，这既令敌人与亲信都对他心生恐惧，也使他自己陷入孤独与偏执。
4,教父2,5,虽然有点儿长，但你会知道为什么三个小时你都坐在这里～（不明白自己2009年5月27日怎么留下了这样的短评，而且还被打了104个有用，毛用啊，对于回忆当时看完这片儿的感受一点用木有。2015.8.8重看，不如1爽，相比之下节奏氛围人物塑造都差了些，自然还有其精致所在但已经没了那种生猛，太可惜了）
5,教父2,5,即使敌人已经手无寸铁，但仍旧要处理掉。麦克深深的延续了父亲的性格。唯一不同的是家庭问题的处理，是时代变了，也是麦克与父亲之间的不同。两条主线相互交错，即使对比更是互补。阿尔·帕西诺最后的眼神，那是寂寞吗？
6,教父2,5,帕西诺太帅了~
7,教父2,5,个人感觉比1更好，可能因为格局更大的原因，导演的难度系数增加了不少。两代教父的故事以波澜壮阔的手笔呈现，一个是朝气蓬勃，一个是盛极而衰，最后却是殊途同归的孤独。经典修复的画质真是太感人了！
8,教父2,5,《教父》系列的绝顶。对时间的感知是科波拉最出色的一次
9,教父2,4,阿尔·帕西诺不能再帅，是年轻时的代表作。
10,教父2,4,既是前传，也是续集，两条线交错着叙述，一边是创业一边是奋斗。无论镜头还是画面色调的处理都一如既往的出色。作为一部续集来说，堪称完美。但作为《教父》的续集，却始终缺了点什么……★★★★
11,教父2,5,阿尔帕西诺你敢不敢再帅一点
12,教父2,5,半原作半原创，半上代半下代，半圆满半破碎，半上升半下降。普佐在原作完成后趁电影的便利所做的故事延续，操控了两条时空错叙的故事线，在对照中做出了无解的命题。
