,movie,star,comment
0,致命魔术,5,孪生蝙蝠侠大战克隆金刚狼
1,致命魔术,5,他选择了和他妻子一样的死法。100次。
2,致命魔术,5,诺兰是一个伟大的魔术师，谜底都在变小鸟那个魔术里了。。
3,致命魔术,4,一个与同胞兄弟轮流上台享受欢呼与掌声，一个自我牺牲自我毁灭让复制品延续艺术生命。人性泯灭在狂热之中。
4,致命魔术,5,第二遍才发现其实那个小男孩说小鸟的时候已经道出了玄机 撒~撒~
5,致命魔术,4,本片最大的看点其实是用Angier和Borden的幻术竞争来影射历史上Edison和Tesla的直流电与交流电之争。《记忆碎片》、《致命魔术》和《盗梦空间》基本上一个套路嘛。如果Nolan拍片子总是用这种捣蒜的方式讲故事的话，看多了真觉得没啥意思了。
6,致命魔术,4,这个片子有两个败点，其一：模式天才的胞弟出现太过唐突，显得有些老套；其二：用科幻成分作为支点，略显编剧底气不足。不过整体看来，属于上乘之作。
7,致命魔术,5,一种叫做牛逼的感脚淋漓尽致。
8,致命魔术,5,"金刚狼到头来还是被蝙蝠侠给算计了~！
"
9,致命魔术,4,黑寡妇勾引完金刚狼勾引蝙蝠侠，最后玩腻了一走了之
10,致命魔术,4,说穿了不管是孪生兄弟还是复制人，让他们对舞台上的成功如此痴迷的不过是观众脸上惊奇的表情和如雷的掌声。当我们一直生活在需要别人给予肯定的怪圈之下，我们就迷失了当初的自己。
11,致命魔术,5,"牛逼的导演用的是情节去告诉人细节,而不是台词 咱普通人也是一样 想牛逼就要做到这种境界 不说话同样让人佩服的要死!!!"
12,致命魔术,5,重点是你从一开始就渴望被剧情欺骗，当你彻底陷入一场骗局，你看到的只是导演想让你看到的，这也是影片的伟大之处。诺兰对于观影情绪的把控和希区柯克是同一级别的！★★★★★
13,致命魔术,4,人类的历史是斗争的历史，斗争的历史是牺牲的历史。现实残酷又悲惨，比起真相，人们更需要奇迹和魔法。我们每天杀死自己，我们选择被愚弄。  诺兰：“《致命魔术》拍得比较仓促，因为制片方希望能够赶在06年内上映。虽然我做到了，但如果有更多时间，这部电影会更好。”
14,致命魔术,5,情节悬疑，叙事精巧，主题丰富，背景深厚。简直为完美之作。
15,致命魔术,5,精彩绝伦的叙事！伯德的“双胞胎戏法”决斗安吉的“复制人重生”——牺牲是魔术表演的最高精神，双胞胎选择牺牲自我，轮流分享人生；安吉同样也是牺牲自我，却拿肉体做赌注。明显开放式的结局，你猜安吉有没有把新的自己都杀死了呢，如果没有，那安吉其实还没死。我杀了你的兄弟，你杀了我的备份。
16,致命魔术,4,克隆出来的Hugh Jackman别杀啊，给咱一人派一个啊……
17,致命魔术,5,诺兰最好的电影，好过盗梦空间。魔术题材拍成这样，已是登峰造极。最后那个一闪而过的镜头，令人如瞥深渊，后怕不敢深想，直寒进骨子里。为什么你永不会了解我的秘密？因你从未追寻真相，你喜欢被欺骗。
18,致命魔术,5,诺兰牛比阿
19,致命魔术,4,大卫鲍伊真是特么大彩蛋啊啊啊!!!
20,致命魔术,5,一场有关魔术的争斗，不论场内还是场外，都充满了悬疑和惊悚的元素，剧情张力十足，引人入胜~~
21,致命魔术,5,情节的魔术、细节的魔术、观看的魔术、电影的魔术
22,致命魔术,4,台词和结构都没话说，但是两个主角怎么一个比一个讨厌，真是……金刚狼和蝙蝠侠也救不了你们╮(╯▽╰)╭
23,致命魔术,4,融合推理和科幻、历史的一部好片子.剧情上来说，特别是结尾讲，有些类似于《燃烧法庭》的浪漫主义了.中间的很多诡计，以及机械都很赞：不过一切情节中最赞的还是死在水密室中的美人.
24,致命魔术,5,超级好看，非常棒。
25,致命魔术,5,游走在科学与奇幻的边缘，冰冷人性。
26,致命魔术,4,魔性诱惑升华偏执狂的艺术造诣。波登为达极致牺牲一半人生换来兄弟两人平分作为“一个人”共有一切，却也葬送了唯独相异的两段爱情。安吉为竞争所缚走火入魔，每场演出都是自我杀戮并将直至下场演出的短暂生命接棒给新的复制体，反复却又唯一的体验爱人曾经历过的死亡。献身事业的三人可怜可恶而可敬。
27,致命魔术,5,两年内看了4次...剧本太精彩
28,致命魔术,4,尼玛原来是科幻片
29,致命魔术,5,诺兰给我们表演了一个致命的魔术。
30,致命魔术,4,薛定谔猫从交流电中跑出来了!最终，科幻光临了两大仇家互飚魔术的边界。选角的成功和编剧本身对角色性格的迥异设置，让这场竞技更为惊心动魄，让本来并非魔术良性载体的电影（作为虚构艺术，魔术和电影有太多同质性），借助魔术的三步骤定律和电影蒙太奇本质，完成了一次漂亮的戏法。
31,致命魔术,5,最喜欢这种有质感有特色的时代片。节奏悬念剪辑摄影个个都很出色，就是莫名其妙的超自然元素让我觉得很违和，不然就是神片了
32,致命魔术,4,本来以为是精彩悬疑，最后解谜时却突然成了高魔设定～并不爽。
33,致命魔术,4,我若是得了特斯拉的克隆神器，定要去世界各地抓各色男神，克隆一个男神军团占领全世界！
34,致命魔术,4,好像挺早的一部片子，剧中的年代也是久远的，还不错，记得当时是看得我是惊讶无比，现在找来回味也是不错的妙片～
35,致命魔术,5,诺兰……你的思维，简直令人难以置信……
36,致命魔术,5,以为是个悬疑片结果是个科幻片 还影射了爱迪生和特斯拉 诺兰兄弟永远都不会让人失望 错综复杂的时间线 惊心动魄的剧情 折射出的是人性里的偏执、狂热、贪婪与嫉妒 最后夸一句我斯嘉丽女神真太美了
37,致命魔术,5,诺兰的电影给了学习理论又想写剧本的人一个信心，因为诺兰的牛逼之处与其说是剪辑的复杂，不如说是他巧妙地把拉康关于“看”的观念与电影叙事结合了起来。这部电影中每个人都在“看”，但他们什么都看不到，因为他们其实根本不在乎真相。
38,致命魔术,5,20110915@ 资料馆，满场超员，有人坐台阶看……诺兰就靠一把剪刀横行天下，所向披靡。出了影院讨论半小时是他的成功。虽然故事有点狗血，设定有些让人掀桌（叙事诡计是设定这种应该拖出去打死……），但是编剧确实精彩。演员方面斯嘉丽约翰逊风骚十足，蝙蝠侠大战金刚狼，大卫鲍耶竟然演了特斯拉……
39,致命魔术,5,万万没想到结局，很多细节都是对结局的铺垫
40,致命魔术,4,突然觉得，诺兰的文艺元素总是太过点到为止了。
41,致命魔术,5,情节相当悬疑，叙事很流畅，导演功力深厚，真不愧是诺兰，简直就是完美之作。
42,致命魔术,4,不疯魔，不成活，一个将自己分成了两半，一个不停的杀死当下的自己。
43,致命魔术,4,编剧说，不好意思大家，我编不下去了，我把男二号的trick写成双胞胎替身，你们愿不愿意？愿不愿意嘛？！
44,致命魔术,5,九刷，科学与魔术；理智与狂热；冷酷到底的把讲故事的方式说到极至，每一秒都是无声的铺垫，在整个故事结束前，大部分人应该都支持angier吧，我自始至终支持borden
