,movie,star,comment
0,小萝莉的猴神大叔,4,近期唯一泪眼朦胧的电影，不能说电影拍的有多好，只是题材上升到了一种高度，宗教，政府，国家其实都是为人服务的，在爱的面前，这些都要让路，人性是能冲破这种种隔阂最后让奇迹出现发出呐喊声音的，也能判断是非对错的，哪怕那些违犯法律，制度，可这尊重人性，最后的最后那场景的确很震撼。
1,小萝莉的猴神大叔,5,瑕不掩瑜，两个半小时喜怒哀乐无尿点，心底无数只尼玛跑过：国产娱乐圈（念第四声）上一边天天几十亿去吧！
2,小萝莉的猴神大叔,5,近年印度神作频出。三傻，印式英语，偶滴神啊，地球上的星星，贫民窟的百万富翁等等等等。每部都让人印象深刻。此剧主题是爱，穿越种族宗教国家争端，三观正都到不行，满满正能量。很美的萝莉，一脸正气的男主，创意鸡肉舞加上令人惊艳的巴基斯坦雪山美景，绝对值得159分目不转睛的观赏。
3,小萝莉的猴神大叔,4,不说了，洗脸去了
4,小萝莉的猴神大叔,5,"推荐！推荐！推荐！
理由一，宗教、国家、种群冲突，人性美与规则法律的碰撞。小事件大主题。
理由二，有血性，有情怀，有毅力，有原则，有大爱。
理由三，男主表现极佳，小萝莉笑容极甜。
理由四，片长159分，但看着轻松愉悦。"
5,小萝莉的猴神大叔,5,最后一幕永远定格在我的内心深处，人至善、水至柔、景至美、情至真！再铁骨铮铮的汉子也会为之动容，宝莱坞真的不得了！这几年电影不可小觑，小故事大道理发人深省的题材已经独具匠心别具一格！果然有宗教的民族与金钱至上的国度不同啊！人类最最美好的东西通过这部电影保留了下来！谢谢你们的用心！
6,小萝莉的猴神大叔,5,《猴神老哥》用心推荐，小孩是人生最难的副本，没有攻略，没有外挂，如果运气好可以组团，最难的BOSS是自己，最好的buff是陪伴。
7,小萝莉的猴神大叔,5,9.有两部宗教相关在前，还可以上升到核心问题。是该片最成功的能量之源。用温情、歧视、信仰和煽情包装的政治隐喻片。折射的却是千百年来相似的问题。从自身宗教的教义瓦解，到全民价值观的取胜。影视剧里帮助完成的，是现实胆小冷漠旁观。“世上所有的安逸都在你脚边，信徒在你仁慈的庇佑下无所畏惧”
8,小萝莉的猴神大叔,5,虽说故事距离现实太遥远（印度教与穆斯林的冲突，社会安全状况），但电影拍得真的很好。故事讲得好，很感人，某种意义上很真实（如果不是真的了解印度）。歌舞片段很节制。配乐烘托到位。自然环境的呈现直追BBC。能把主旋律拍成这个效果，堪称神作。
9,小萝莉的猴神大叔,5,景美萝莉也美，最后二十分钟里哭得稀里哗啦TAT
10,小萝莉的猴神大叔,5,立意之高令人心惊。宗教国家敢于讨论宗教的边界，阶级社会敢于跨越阶级的狭隘。爱，人性，会成为无国界的通行证。这或许还不是现实，但至少在电影里被讨论，被歌颂，被传播。该不该反省，这样的胸怀，我们有没有。
11,小萝莉的猴神大叔,5,5星拿走！每天活的够现实了，你还要求电影里处处现实干什么呢。预祝拿奖。
12,小萝莉的猴神大叔,5,太好看了！歌也好好听！哭了好几次，太感人了
13,小萝莉的猴神大叔,5,1.故事开场的设定还是偏向悲剧的，直到小萝莉遇上猴神大叔才开启喜剧模式，……看得我“悲喜交加”；2.再见《三傻》的Pia，只是如今的Rasika变得更加“丰满”了；3.风景摄影太美，沙希达在山坡奔跑的画面瞬间联想到《阿尔卑斯山的少女》；4.结尾的分别戏怒赞（加★），直接将寻亲主题升华到民族矛盾！
14,小萝莉的猴神大叔,4,在真正深切的爱意与人性的光芒之下，一切由于偏见和狭隘而被塑造出来的障碍——不同的信仰、对立的政治、分割的土地，都不再重要。
15,小萝莉的猴神大叔,4,后20分钟很精彩，也很有意义。但是前面一个多小时又冗长又有各种瑕疵。瑕不掩瑜吧。一开始以为是男女小孩，后来发现是男男小孩~~
16,小萝莉的猴神大叔,4,小萝莉萌，可惜最后蒙住了漂亮的头发。歌舞好听，歌舞段落拍得也好看。看似简单的寻亲故事，却讲了宗教融合和世界大爱。其实最喜欢阿訇的那一段，清真寺欢迎所有人，所有的宗教其实都是相通的普世大爱。每次看印度片的时候都恨铁不成钢，人家在拍国家民族宗教的爱与恨，中国电影还在为下三路喜剧买单
17,小萝莉的猴神大叔,5,宝莱坞了不得啦
18,小萝莉的猴神大叔,4,颜即是正义！（有话好好说，千万别跳舞）
19,小萝莉的猴神大叔,4,印度电影输出价值观厉害，如果电影真是一种意识形态宣传工具，多数印度电影、日本电影、欧洲电影，部分美国电影，是真信自己内心和信仰，是真实输出，我们的价值观自己都不信还想……不说了。86年生的梅·维贾真是母亲专业户，加上《神秘巨星》，可名为“傻妈妈贪睡丢下了我”、“傻妈妈助我成网红”！
20,小萝莉的猴神大叔,5,百感交集，是部好片子！开枪射杀男主的时候小萝莉找到了妈妈，最后小萝莉开口喊出声音的时候，哭了好久，不说了，洗把脸。一直喜欢这种有美丽的风景配着空旷的音乐，显然已经成了宝莱坞好片的特色，无论从题材（有关政治，种族，信仰）还是拍摄手法，中国似乎未曾做到。宝莱坞是真的不得了了。期待新片
21,小萝莉的猴神大叔,4,主线略过于煽情细节棒 宗教典礼看再多都不会厌哈 小女孩太可爱太可爱重要的事情要说两遍
22,小萝莉的猴神大叔,5,你们在豆瓣电影给穆斯林打了如此高分，却在现实里的穆斯林投去怀疑和恐惧的眼光。
23,小萝莉的猴神大叔,5,印巴关系入门篇。巴基斯坦好美，小萝莉好美，大叔也很美。前半部分很精彩，后半部分有点狗血。
24,小萝莉的猴神大叔,4,我们被萝莉的可爱、机灵、乖巧、稚嫩所打动，又被大叔的信念、毅力、勇气、坚持所折服。萝莉的柔，可以把人萌哭；大叔的刚，让人感到无比贴心。刚柔并济，恰到好处。稚嫩会创造趣味，成熟会带来温暖。电影充满趣味和幽默，又非常温暖和治愈，感人肺腑，笑中带泪。看完电影，感觉整个世界都变得美好了。
25,小萝莉的猴神大叔,4,宗教教人如何去爱，放下仇恨。印度电影南北部加起来，粗制滥造并不比中国少，但总会有几部现象级影片通过价值观输出，基于信仰而熠熠发光，称颂人类美德，消弥政治创伤。在极端宗教势力肆虐的今世，管它是童话还是神话，都不重要，愿世界和平。
26,小萝莉的猴神大叔,5,看到最后，看得我热泪盈眶。已经很久没有这么泪如雨下了·
27,小萝莉的猴神大叔,5,我想说最近几部印度电影真不错，关于正义，关于爱，很有深意，很有深度。爱就是力量。好看。
28,小萝莉的猴神大叔,5,正能量爆棚+超可爱萝莉 = 泪点低 + 心都融化了 
29,小萝莉的猴神大叔,5,能歌善舞的印度片，暖心感人，不错的，满满正能量
30,小萝莉的猴神大叔,4,多看正能量片也是很有好处的。
31,小萝莉的猴神大叔,5,满分！满分！满分！重要的分打三遍！主题是真的简单，表达是真的淋漓尽致，越来越喜欢这种印度的电影的模式了，不多说了，看哭了，下周末二刷。另外我左右两边的情侣看得是真的投入，互相抱着就没分开过。财大的布袋馍还是很顶饱，大都会的房子也是真的好
32,小萝莉的猴神大叔,5,人之所以为人，抛开了国家，宗教，仇恨外，还有什么？这部电影很好地给了我们答案
33,小萝莉的猴神大叔,5,豆瓣得分这么低真遗憾。我给满分！从头哭到尾，看过之后什么都不记得，只剩下满满的感动，说明剧本演员道具剪辑都配合完美，谁都没有喧宾夺主，一同呈现了经典作品！
34,小萝莉的猴神大叔,5,即使家国不同，宗教有异，依旧陪你找寻回家的路
35,小萝莉的猴神大叔,4,情节动人，一部喜剧片几乎把现场所有人都感动的泪流满面，非常值得一看。
36,小萝莉的猴神大叔,5,小姑娘太可爱，对宗教矛盾的自省和调侃轻松到位，最后乌压压的雪地送英雄场面狗血到家。能拍出这种倡导世界大同的真爱电影，邻国傻得让人嫉妒啊。
37,小萝莉的猴神大叔,5,颜值高的一部电影，小萝莉太萌了，猴神大叔跨越宗教信仰与国家冲突护送小萝莉回自己的国家，很感人，爱是不分国界的
38,小萝莉的猴神大叔,5,没有酷炫的特效场面，却有最真实的人间真情，一部很感人的电影。
39,小萝莉的猴神大叔,4,彻底被这部印度喜剧电影惊艳到了，中文译名叫小萝莉的猴神大叔。讲的是蠢萌猴神大叔带着迷路哑巴的异国小萝莉寻家的故事，发现印度阿三在故事高潮上也挺会煽情的，但我觉得对于人间正义和超越国界大爱的煽情再多也不为过，我就吃这套啊！！
40,小萝莉的猴神大叔,4,挺好看的，很感人的
41,小萝莉的猴神大叔,4,又来了，看得大哭，我是不是看不了，小孩、动物、山川海洋这些元素的电影
42,小萝莉的猴神大叔,4,★★★☆印度片评分是有点虚高，但是人家真的拍的太好了，用心在做电影，美到极致的景色和镜头，歌舞，好演员，电影的正能量，一个个细节都特别花心思，故事老套又能怎么样？
43,小萝莉的猴神大叔,5,良心电影，人性的光芒。特别感人的电影。意识形态不同，宗教信仰文化不同，却不会影响我们的相亲相爱，互帮互助。因为我们都是人。伟大而又平凡的人。我们的心底有发自人内心的良知。电影中的歌舞也为电影增色不少，绝对满分电影。
44,小萝莉的猴神大叔,5,印度电影总能做到极度煽情却又让人不觉得矫情，又一感人佳作。
45,小萝莉的猴神大叔,4,巴印冲突、民族和宗教的现实主义题材，印度电影的题材越来越大胆。只是能好好说话吗？别跳舞。
46,小萝莉的猴神大叔,5,男主远看打架的时候有点像乔治克努力。当然可能我眼睛瞎了。
47,小萝莉的猴神大叔,5,印度人帕万历经千辛万苦终于把小女孩送回了家，看到最后的时候泪目了，整部剧体现了宗教信仰，善良，坚持
48,小萝莉的猴神大叔,4,电影中一个虔诚信教的印度人帕万护送一个走丢了并且不会说话的小女孩回到自己巴基斯坦家中的故事主线，一切都像是上天的安排，逃不过的宿命感；一切又都这样恰如其分，带着爱和温暖。
49,小萝莉的猴神大叔,4,这是一个现代神话。原本简单的旅程因为政治种族与人心而受到重重阻隔。不管是猴神哈曼，亦或寺庙还是神殿，万神之神总是爱。正如巴迪欧所言，爱是坚持到底的冒险，让我们爱上这个快完蛋的世界，爱它到尽头，爱到不可能，爱到命运的另一边，直到我们都叹为观止。这不是真实的世界，却是人人都渴望的世界
50,小萝莉的猴神大叔,4,一切都在预期中但还是觉得好看。宝莱坞近几年喜欢讲宗教冲突，喜欢讲人，大命题也会处理得稳妥。再加上载歌载舞和泪点萌点，完全无力抵抗。这些在其它国别的类型片中反而很少了。
51,小萝莉的猴神大叔,5,"世界因有神论而精彩。
就像印度人发明数字0。
借助它冲破一些边界。抵达一些无限。"
52,小萝莉的猴神大叔,5,好看！印度电影其实看不太习惯，但是真的不得不说好看的真的很好看
53,小萝莉的猴神大叔,5,看完哭到无法自已，太感动了，好久没遇到一部能看到哭的电影了，真的，这部电影不辜负期望的。
54,小萝莉的猴神大叔,4,电影讲述了一个拥有虔诚宗教信仰的单纯印度男人，帮助巴基斯坦哑女与父母重聚的故事。
55,小萝莉的猴神大叔,5,最后哭成狗。除了古装片之外，印度电影大部分不忌讳谈论自己国家不足的地方，也不会去遮掩贫困的人民与破败的建筑。看评论有人说小姑娘演技不好，我惊呆了……
56,小萝莉的猴神大叔,4,本质是公路片，印度保护萝莉版西游记。不同于三傻，摔爸，神秘巨星这种天才主角设定，猴神帕万有几分阿甘的味道，看似有点傻，其实有颗赤子之心。哪怕被冷眼相对，哪怕被殴打，也不放弃善良之心。慢镜头太多，剪辑更利落点，质量会更好。用爱超越宗教的限制。对异教徒，心怀理解。对异国人，怀有善意。
57,小萝莉的猴神大叔,5,看哭了，很感人的电影，这是一个爱和信仰的故事，印巴问题主要来源于印度教和穆斯林之间的宗教矛盾，可看着猴神大叔为了莎希达，一次又一次突破自己的信仰，踏足辗转于清真寺的时候，真的很感动，当猴神在穆斯林神庙听着唱诵而流泪的时候，内心一定很震撼，毕竟，爱和信仰，本来就没有国界之分阿！
58,小萝莉的猴神大叔,5,给满分，很久没试过看哭，无国界无宗教的爱很伟大很感人，希望这个世界和平，多一点像猴神大叔这样的好人多点爱
59,小萝莉的猴神大叔,5,题材不错，很令人感动，猴神大叔是爱的化身。
60,小萝莉的猴神大叔,5,非常棒的印度电影，挺感动的，任何东西在爱的面前都要让路，人性的善良面可以冲破很多的国籍种族的隔阂。
61,小萝莉的猴神大叔,5,看的过程中有好几次流泪，想想现实中有帕万这样的人存在吗？有！但少之又少！故事格局蛮大，个人到国家。尽管世界较为冷酷，但每个人都温暖一点点，也会温暖很多吧。
62,小萝莉的猴神大叔,5,质朴到尘埃里，反而绽放了伟大的光芒
63,小萝莉的猴神大叔,5,宝莱坞又一神作，萝莉真是太可爱了。大叔的憨直和信念超感人，人性的光辉战胜了国家、宗教、政治、种姓的隔阂，正所谓大爱无疆。感觉巴基斯坦自然风光和新疆还是有些相似的
64,小萝莉的猴神大叔,5,很感动啊！
65,小萝莉的猴神大叔,5,大爱无疆，看到后面真的让人泪流满面，一部很有爱的电影，爱没有种族之分，爱也没有国度之分，真的很有正能量，宣传人的真善美非常棒！
66,小萝莉的猴神大叔,5,世间是有这样纯粹之人的，为了一个简单的爱的信念，不惜深入险地，挑战一切恶法与藩篱。在电影里，这样的英雄总是赢得拥戴和荣耀，而真实世界中他们却只能在黑暗中孤独中被伤害被囚禁，连一个发出声音的机会都没有。是的我身边就有这样的人，而我甚至连他们的名字都不能说。
67,小萝莉的猴神大叔,4,其实吧，真没什么好的，但是能感动到人也就够了不是么
68,小萝莉的猴神大叔,5,跟朋友一起看的，看哭了
69,小萝莉的猴神大叔,4,印度电影总是会将很尖锐的话题和甚至很沉重的题材，变得很有趣。故事虽老套但拍很细腻，宗教、种姓、民族问题全盘托出，人美歌好听，小萝莉的眼神可融化世间的一切，结尾都知道一颗催泪炸弹，做好了十足的准备，但还是被命中了目标
70,小萝莉的猴神大叔,4,印巴历史问题，印度种族对立问题，印度教与伊斯兰教矛盾问题，克什米尔争端问题，竟然因为对一个小罗利的关爱，全部消解了，这个童话故事编的好。小罗利的哑症，也是一个人类因缺乏沟通，而产生矛盾的隐喻。而事件的解决，最终归功于自媒体的传播，以及网络放大效应。不得不说，网络，比诸神更强大！
71,小萝莉的猴神大叔,4,影片中有宗教的信仰，猴神对宗教的信仰达到痴迷的程度，甚至可以说是傻，最后还是因为两国的温情而接受了其他宗教的信仰；一个单纯的男人，为了人性的善良，放弃娶妻子的钱而送女孩回家
72,小萝莉的猴神大叔,5,后边神力之作，哭死了。没想到立意拔那么高。
73,小萝莉的猴神大叔,5,印度一直就是这种风格，突然就唱起来跳起来
74,小萝莉的猴神大叔,5,全程暖暖的4星影片，没想到结局没有一点防备就被感动了。这个片名误导啊。- 无国界无宗教，只有爱。- 这种影片的出现会让你觉得世界终会越来越好的。- 印度影片封神了。
75,小萝莉的猴神大叔,4,可怜的人儿，跨越万水千山，只为送你回家。
76,小萝莉的猴神大叔,4,差点因为名字错过这部片子了！！！小萝莉真的好可爱，大叔有点一根筋，挺固执的，但固执的很可爱，固执的让人感动
77,小萝莉的猴神大叔,4,小萝莉的猴神大叔。
78,小萝莉的猴神大叔,5,太好看了，中国肯定拍不出这种档次的娱乐+说教的电影来。
79,小萝莉的猴神大叔,4,一句台词的萌妹子，让宗教政治化为乌有。
80,小萝莉的猴神大叔,4,感动到哭，歌也很好听，爱无国界
81,小萝莉的猴神大叔,4,缺点是过于理想化，故意煽情的慢镜头太多显得影片不够紧凑
82,小萝莉的猴神大叔,5,能把印巴两国的国恨家仇，不同的宗教信仰，再揉合爱情，种族，阶级，政治等等复杂的因素，用轻松流畅的方式表达给观众，即使一般人不懂这些，也可以很轻松明白电影所讲的道理，这么好的电影，居然被某些人批评无脑，也是醉了，这可是我翻译过的电影中最喜欢的一部了。
83,小萝莉的猴神大叔,4,一不小心就看哭了。。。缺憾是这片子时间真的是太长，但考虑到这是印度电影倒也可以理解，人毕竟唱了那么多歌呢
84,小萝莉的猴神大叔,4,不同于高深莫测的艺术片，也不同于刀刀见血的商业片，这部印度电影有着独特的况味。
