,movie,star,comment
0,网络谜踪,4,男主应该感谢妻子的陪伴，感谢女儿的善良，还应该感谢谷歌、脸书、油管，要是他用的是百度，估计不但找不到女儿还会被莆田系广告骗走2万块。
1,网络谜踪,5,看到结尾回想起一个细节，妈妈电脑里保存的班级电话簿，上面有真凶的联系方式来着，备注写着：家长在警局工作，离异家庭，喜欢玛格。
2,网络谜踪,4,Bieber concert (confirmed)
3,网络谜踪,4,非常新颖的表现形式，整个故事都在电脑屏幕上完成，节奏感把握得极好，多处反转出人意料，想起前面的铺垫又觉得顺理成章，悬疑的氛围持续到结束。影片中各式social media玩得极溜，导演说想要通过影片表达网络有时候也不全是negative的。五个主创拍片十三天却在电脑前剪了两年！
4,网络谜踪,4,不要随随便便就死掉，不然马上会有人变成你最好的朋友。
5,网络谜踪,4,从头到尾都是电子屏幕这个设定太酷了！导演在形式主义上做到了完美。一个父亲在女儿失踪后抽丝剥茧的寻找真相，各种峰回路转都暗藏铺垫、合情合理，还有亲情的对比反思。是不是今年最好的悬疑片不好说，但绝对够原创、够新颖~~~感谢互联网救命之恩！！！
6,网络谜踪,4,三星半。感谢google，感谢facebook，感谢twitter，感谢gmail，感谢youtube，感谢youcast，而我一个都上不了
7,网络谜踪,4,我要这么玩，结果只能是404 not found......
8,网络谜踪,4,约翰赵怎么可能会生出这么丑的女儿！！
9,网络谜踪,5,Amazing! 剧本写得太好了，千回百转。几乎没有实景拍摄，但节奏感超强。这种拍摄方式真的太省成本了。
10,网络谜踪,4,这个剧本和这个表演实在是太精彩了！真正要亚裔在好莱坞获得尊重应该是靠searching这种硬实力，而不是crazy rich asian的stereotypes.
11,网络谜踪,5,确实是重新解读电影语言，节奏快且充满代入感，我们每一天不就是这样过吗。给剪辑师加鸡腿！故事本身讲得也好，情感和悬疑结合完美，铺垫好家庭背景之后所有发展都顺理成章又出人意料，换一个老爸能火眼金睛至此可能会显刻意。题外话：John真是英俊啊我从进剧院第一眼看到他开始就不会呼吸了妈呀
12,网络谜踪,4,看似牢不可破的密码，跳转几次邮箱就可破译；看似无比相熟的女儿，连吸食大麻都未曾知。本来代表身份的头像，竟是无需版权的图库模特；本来孤立寡言的女孩，却在直播软件里袒露心扉。最亲近的女儿却比密码还难破译，最沉默的女孩却比模特还健谈。面前提供海量信息的屏幕，当你在凝视它，它也在吞食你。
13,网络谜踪,5,啊 真的好厉害 哎 真的很厉害 学长终于接了一部超棒的片 非常显演技了（。
14,网络谜踪,4,不用说最亲近的父母了，随便让最好的朋友随便看一下我在豆瓣上发的东西，他们都会what's the fuck！
15,网络谜踪,5,"9.6/10 不带脑子这片子可能会让你震到。仅仅是几台屏幕，外景也没多少;硬是被导演玩的反转再反转，从节奏掌握到剧情漏洞都不漏全部给弄好了。除此之外还有一张帅脸享眼福，还要纠结啥深度呢? PS:影片真火了绝对又有人又要说自己早就猜到Boss,显聪明打低分鸡蛋里挑骨头的。"
16,网络谜踪,4,为杰伦疯狂打call！
17,网络谜踪,5,全程通过一个桌面，把案件的悬疑性带到那么强的地步，佩服！有个细节很赞：当爸爸首次听说汤不热，搜索的是Tumbler，谷歌推荐的是Tumblr。嗯，细致的推理逻辑可见一斑（请点赞）~
18,网络谜踪,4,为什么两个尖脸生出一位饼脸。
19,网络谜踪,4,评价名不符实…《暗网》先入为主，这部就一点也不惊艳了。
20,网络谜踪,5,"亚裔神爹啊！设定非常棒，创意执行绝对五星，没有停留在比较cheap的文字悬念游戏上，层层递进和新媒介结合得非常好。Amazing talent, John Cho绝对担当 导演谷歌出身，谷歌继Lion之后又一feature广告。@SFF"
21,网络谜踪,4,一个因时代而生的侦探文本，搁十五年前或十五年后都很难make sense…这个故事只存在于这个特定的时空。
22,网络谜踪,5,电影本身4星，视觉创新再加1星。和《解除好友2:暗网》相比，本片的叙事难度更大，因为它是在一个传统的悬疑剧情片框架内采用的这种视觉方式，在视听语言的创造性上，以及制作难度上都更电影化。这种视觉方式更有趣的一点，是它可能更适合在电脑上看，会带来更好的沉浸感，而不是传统电影院的观影方式。当然这种叙事方式是会受到题材限制，并不可能成为主流，但电影需要这种创新来吸引年轻观众。
23,网络谜踪,5,忽然我们心跳频率相同，像一起在奔跑
24,网络谜踪,4,太棒了太棒了！绝对是今年最创新的电影。还有要第一万次表白John Cho！绝对是理想老公了！智慧型理工男，长得帅又不是帅到不可亵玩，有点小龟毛但又sweet and caring。真的好想要一个John Cho啊！
25,网络谜踪,4,"4.5 在得知女儿不上钢琴课的时候去迅速翻找聊天纪录、在报案的时候去查失踪人口的比例，这些都不是人物在第一时间应做出的反应，倒像是需要观众得知的信息。这在后半段第三人称新闻的介入、真凶范围的逐步确定和视角不断轮转后显得更为确切——
它绝不是要将荧屏这一媒介呈现以朴素（如《解除好友：暗网》）的方式提供所谓的“廉价真实感”来让观众“相信”（谁会信呢？）；而是彻底地类型化，把观众编织进“类游戏”的抽丝剥茧式情节节奏里，让我们自己来“编织快感”。这不就恰是最后一层的search - ing吗？
所以这部电影比同类要高级太多了，它不仅走对了路（以复杂的快感取代伪劣的真实），在某些时刻它的影像调度、时空线处理和视角转变等蒙太奇运行机制是神奇甚至天才的。这些看似圆润、传统，但实在暗藏玄机又难以描述。"
26,网络谜踪,5,人类已经掌握了一种新的语言——科技语言。【朋友问 国内有没有这样的片子，我说不会有的，这里边出现的所有网站都会显示404：）
27,网络谜踪,5,GENIUS!! 看完后深深感慨人类不断拓展creativity的边界以及电影创作的魅力。两年多在editing room剪辑十几天的拍摄素材 真的是 Great storytelling transcends time and space 导演和他的拍档真是hyper-energetic啊 佩服 太棒。
28,网络谜踪,4,电影的形式不单只是噱头，更像是潜移默化的透露着社交网络和流媒体对我们生活造成无处不在利与弊。全片紧凑利落的做派看得人异常兴奋，当我们跟着John Cho一路抽丝剥茧地看到真相，心里不禁寒蝉，原来我们和父母有时真的是这世上最熟悉的陌生人。
29,网络谜踪,5,年度十佳预定一席，大概是近年最“酷”（虽然这个形容词不大合适）作品，电影发展到这个份上，是该有一批内外兼修的革新者出现了，拍电影不止是玩结构炫技、长镜调度、霓虹血浆，也不止是用高概念题材唬人而已；尽管全程用桌面窗口的形式并不新鲜，但剪辑实在太流畅了，尤其考虑到后期难度，剪辑师当属最大功臣，故事也精彩，一个老生常谈的悬疑路数硬是让人看得目不转睛，最终结局虽可预见，但落脚到亲情上这一本会让人觉偷懒的做法放在该片中却又极为合适，尤其联系到仍未水落石出的章莹颖案，唏嘘之余更感现实与电影的微妙呼应，而本片更可谓在形式、内容乃至社会意义层面上都做到了可圈可点无懈可击。话说回来，票房被同期的《摘金奇缘》完虐，口碑更未发酵到去年《逃出绝命镇》的程度，无论对于电影创作者还是观众来讲都是一件非常值得反思的事情。
30,网络谜踪,4,7，桌面电影其实现在也不算新鲜了，不过放置在了一个悬疑故事里，结尾又走了亲情的设定，还是有小小感动
31,网络谜踪,5,1、代入感很强，尤其是用电脑全屏观看。2、剧本有多重反转，悬疑感做得不错。3、虽然是电脑屏幕视角，但是没有局限于形式，也使用了新闻和监控视频做补充，比《解除好友2》更具电影感，并且没有了那种多人视频的聒噪。4、悬疑推理之外，也探讨了家庭关系，讽刺了自媒体吃人血馒头，顺便还黑了一下比伯粉，比单纯的悬疑片更有深度。
32,网络谜踪,4,电影拍摄形式新颖，悬疑感也持续到最后。and女儿那个不熟的同学哭着说她是我最好的朋友真是十分真实了。
33,网络谜踪,4,完全在电脑平台上靠搜寻信息、视频通话、网络新闻、监视录像等手段讲述故事，独特、新颖。故事讲述得也起伏有致，不易。人物不多，听说拍摄时间不长，却剪辑了二年，可见后期加工量很大。
34,网络谜踪,5,全靠桌面、软件和网站叙事就像网文里的论坛体，多了就不新鲜了，还好这部作品打磨精致，依靠载体最大限度完成了藏拙和讨巧，而且仔细想想，似乎并不好拍，甚至比一般电影还要难点
35,网络谜踪,4,我真的是服了导演的讲故事的能力，即便是用一台电脑，外加几场外景，居然就拍出了这么一个悬念迭起、反转又反转的好电影。会不会讲故事，真的跟钱没有半毛钱关系。
36,网络谜踪,4,7.5 网民（人类）蹭热点的速度和避嫌的速度一样快…
37,网络谜踪,5,一个很简单却又“时髦”的故事，从温情向的喜剧到最终具有醒世意义的悬疑片。围绕着我们生活中所接触的社交载体变成了一个家庭的故事：爸爸自认为了解女儿，却发现每一个软件的“不可见”都加深着他们的沟通鸿沟；逝去的妈妈好像已经不在身边，但那份专属她的系统却保留着所有美好的回忆和期望。几度转折的剧情都保持着适度的牵引，虽然后半段有点泄气。悬念度和叙事三星，立意选角四星，但我实名制吹爆John Cho欧巴给五星（大哭）！
