,movie,star,comment
0,阿甘正传,5,羡慕珍妮，不管她多么叛逆、落魄、堕落，永远有阿甘在等她回来
1,阿甘正传,5,妈妈说，生活就像一盒巧克力……请不要再续下一句，耳朵听的起了茧子。
2,阿甘正传,5,每年看一遍，每年哭一遍，看看自己幸福还是阿甘幸福！时间：从2003开始每年一遍
3,阿甘正传,5,Mama always said life was like a box of chocolates. You never know what you're gonna get.
4,阿甘正传,5,阿甘奔跑的意象，应该留在了很多人心里。
5,阿甘正传,5,傻人有傻福，实际上并不是这样的。在我看来，阿甘的妈妈才是最伟大的人。很多普通人把低智商的孩子早早就放弃了，不让上学，不与别人接触，也许是为了保护自己的孩子，但是这样以后孩子就等于废了……
6,阿甘正传,5,"you are my girl.
"
7,阿甘正传,5,重新再看一遍，觉得奥斯卡当年颁给《阿甘正传》而不是《肖申克的救赎》，还是对的……更广阔，经得起各种解读，每个人都能找到自己的点。
8,阿甘正传,5,我生命里最温暖的一部电影
9,阿甘正传,5,"这是一部美国典型的反智题材电影。聪明的人未必一定能成功。阿甘的智商极低，却情商极高。他一直怀着单纯的心，做了在别人眼里了不起的事，也尽力照顾身边的人。
成功充满必然与偶然。
人生就像是一盒巧克力。
最经典的两句台词
"
10,阿甘正传,4,他的十二支船，每一支都是她的名字。她走后，他只得跑遍世界的每一个湖泊和沙漠来思念她，只等她一声召唤便死心塌地的回到她的身边。好莱坞编造一个这么纯粹的故事，让我们看到我们所拥有的感情，是多么的残破不堪。这简直是残忍的，不道德的。
11,阿甘正传,4,太甜美的美國夢
12,阿甘正传,5,"十年前看过一遍，那时还是一个小屁孩，就像Forrest的妈妈说的一样，生活就像一盒巧克力，十年前的我绝对不会预料得到现在我会成为一个这样的大男生。Forrest Gump真是把""蠢萌""这两个字发挥到极致，我的意思是，蠢萌，其实也是上帝给予的天赋。"
13,阿甘正传,5,这部电影的主题是：“保守主义始终代表美国先进生产力的发展要求，始终代表美国先进文化的前进方向，始终代表美国最广大人民的根本利益。”
14,阿甘正传,5,人生就像一盒巧克力，你不知道会选中哪一颗。
15,阿甘正传,5,又是七年后，重温一遍。上帝是仁慈的，妈妈走了，珍妮走了，朋友走了，可是给阿甘留下了一个孩子。要是没有孩子他该怎么活下去。也是电影的仁慈。
16,阿甘正传,4,热血沸腾地看了很多遍以后才意识到这是个伪鸡汤。阿甘的人生处处开挂，Jenny的人生点背到发指，简直就是《地主家的傻儿子和贫农家的苦情山茶花》。核心剧情就是，你不要作，不要投机，踏实干活，诚恳做人。与社会主义核心价值观不谋而合。而片中的所有西方自由主义者下场皆不得好死。
17,阿甘正传,5,遇见阿甘一般的男人是一生的梦想
18,阿甘正传,5,"上中学时看的剧，印象最深的是那句：""Run! Forrest! Run!"" 然后，他就跑出了自己的阴霾，跑出了崭新的人生~非常励志的一部剧，让我重新审视自己，让我更有勇气！"
19,阿甘正传,4,《阿甘正传》总觉得有点伪心灵鸡汤的感觉。阿甘人生处处开挂有点不真实，相比较来说更喜欢《肖申克的救赎》。
20,阿甘正传,5,我一直记得那根羽毛
21,阿甘正传,5,这当然是部励志电影，但我也觉得是部教育电影。阿甘智商底下，思想单纯，所以他的成长环境很重要，需要三观正的人来引导他，显然他是幸运的，他娘和他女朋友在他成长过程中给予他足够的爱，鼓励他，支持他，让他辨别善与恶，才成就了他，给他娘和女朋友三颗星，值得我学习
22,阿甘正传,5,"life was like a box o'chocolates. You never know what you gonna get ！ 
"
23,阿甘正传,5,真他妈的经典啊！！！
24,阿甘正传,4,电影以一个虚构的人物阿甘为主线巧妙的融入了越南战争，水门事件，总统被刺，乒乓外交等多项历史事件，以一个小人物的视角看待历史问题，故事采用阿甘对白的方式讲述故事。电影展现了阿甘的乐观坚强，以及感染了周围人，相对来说还算励志。
25,阿甘正传,5,为什么我没有深刻的体会？只是故事流畅，叙事完整，演员在线而已。但是这三点都很难做到。
26,阿甘正传,5,人人都该看!!
27,阿甘正传,5,一切尽在不言……我人生的第一部电影
28,阿甘正传,5,每次看阿甘都还会感动，让人觉得世间的一切都那么美好，每个人只要守护着自己心中的信念坚持下去，就会拥有美好的未来。纯粹的追求，才能快乐。
29,阿甘正传,5,这是我永远也达不到的人生。我不够坚定 也不够坚持。
30,阿甘正传,5,"They laughed a little louder; they cried a little softer; they lived a little stronger; because they stood together, Family."
31,阿甘正传,5,好电影：平庸——神奇——惊叹——返璞归真。
32,阿甘正传,4,人生就像各种各样的朱古力，你永远不会知道那一块属于你。总体来看整个电影的情节非常好！连贯！演技也好！故事给人的印象非常深刻！
33,阿甘正传,4,高中英语课放了一次，大学思修课放了一次，还让我们写观后感，无语。。。老师咋都在放这种电影呢
34,阿甘正传,4,看完有些伤感，为什么相爱却不能相守，阿甘在别人眼里很成功，但那到底是不是他想要的
35,阿甘正传,5,从个人成长史透析美国政治社会史，从人性深处的角度还原一个最纯粹而善良的爱和最坚定而简单理想。在阿甘身上又能够去审视我们所谓“正常人”的种种弱点：怨天尤人、虚荣、贪婪和自私。它是一座简单却又深刻的催泪反应堆，无不令观者动容。每次看都无法抑制内心强烈的感动。9.4
36,阿甘正传,5,经典励志电影。母亲真的很伟大。
37,阿甘正传,5,泪点低，看一次哭一次，前天下午我们英语老师又放了一遍，还是那样的感动
38,阿甘正传,5,无论身在何处境，看到阿甘似乎都能烟消云散！电影虽有些梦幻色彩，但却充满了人生哲理！
39,阿甘正传,5,只要最后那个人是你，等待就是值得的。
40,阿甘正传,5,很励志的故事 高中的时候看的 看完对于当时的我来说起到了很大的激励作用 而且演员演的特别好
41,阿甘正传,5,每个生命都是奇迹，因为独一无二。相信人性的美好，无论身处何种境地，都能够感受到温暖。正如本片中的阿甘，他是智商只有75的低能儿，妈妈的爱，朋友的爱，使得他一路奔跑，跑进了橄榄球场，跑进了大学，被破格录取，并成为橄榄球巨星。阿甘的人生经历，证明了傻人有傻福也是可以有的，励志又温暖。
42,阿甘正传,4,在珍妮和妈妈的爱护下，还有上帝给你关了一扇门也为你开了一扇窗，傻人有傻福，你遇到如此好的母亲。
43,阿甘正传,4,一直跑一直跑一直跑的故事。因为这个，很多人爱上了跑步。哈哈哈哈
44,阿甘正传,5,始终记得在那条马路上他奋力奔跑，直到甩掉那畸形的固定器，很多年一直鼓励自己，没有什么不可以做到的，只要你愿意去努力。
45,阿甘正传,5,奥斯卡得的实至名归，以戏谑的方式调侃美国还蛮有趣，我几次被感动的要哭哇，果然我的审美还是比较主流化
46,阿甘正传,5,上周重温了这部电影，开头10分钟就抓住了我，还开通了天猫月付费用户。这次看又是不一样的体会，导演拍摄剪辑手法很利落，大部分的时间都在铺陈主人翁情绪，演员演技不用说。沉重的事情讲的轻松，但却深刻，不乏泪点。历史是另一条叙事线。
47,阿甘正传,5,"""Life was like a box of chocolates. You never know what you're gonna get.""。我们该选择怎样的人生？"
48,阿甘正传,5,"you are my girl 我听过最动人的情话 一生的痴守 被阿甘喜欢的Jenny真的很幸运吧 
阿甘很厉害 奇迹在他身上出现 而他也创造了奇迹 "
49,阿甘正传,4,这部电影很棒，居然还有很多人说看不懂，说看不懂的人说明你的经历太少。阿甘只是忠诚善意地对待身边的每一个人，他也只是专心专注努力的做好每一件事情，所以他才能成功，活好当下是这电影要传达的信息。
50,阿甘正传,5,有许多人说，阿甘是傻人有傻福，但是，他奔跑的意义，我相信所有人都记住了，阿甘是坚持的，是努力的，这，已经够了!
51,阿甘正传,4,人生就像开头和结尾的羽毛一样，随风漂浮不知道下一时刻会在哪里?找到人生的信念与坚持才能成长。阿甘的精神永远值得我们学习。
52,阿甘正传,5,前不久刚在优酷上重新看了一遍，年青时看的感觉，和人到中年在看的体会确实不同，无法说清，有空要陪孩子在看一遍。
53,阿甘正传,5,生活就像巧克力，你永远不知道下一颗是什么味道。很伟大的母爱，很温情的电影。
54,阿甘正传,5,之前看了两遍，现在英语老师推荐又看了一遍，为了练英语可能还要再看很多遍。阿甘活成了大部分人想活的样子，他的人生似乎充满了幸运，让人看了不得不惊羨。看似偶然，其实理所当然，就像龙应台所说，偶然注定下一个必然。他一直保持着本心，他的真挚让生活回报给了他珍贵的珍妮和小福尔斯。
55,阿甘正传,5,每人都有一部启蒙电影的情结，小时候看阿甘双VCD被深深震撼，长大后又聊着这个以专业第一的成绩考进广院，开始了新的梦想征程
56,阿甘正传,5,看了两遍，好电影就是这样，百看不厌。每一个成功了的人都有过人之处，成功是结果也可以是过程。喜欢阿甘这样的人，他善良，纯粹，为他人拼尽全力，为自己拼尽全力，他的人生非常的绚烂夺目。
