,movie,star,comment
0,哈尔的移动城堡,5,目前为止觉得哈尔是宫崎骏作品里最帅的男角
1,哈尔的移动城堡,5,看了这个电影就想要一个家。擦地板，在阳光下面放上铺着干净桌布的餐桌，还有照顾小火苗，就如同守护爱人的心一般。
2,哈尔的移动城堡,4,宫崎骏的片子里。老奶奶都很丑。但都是好老奶奶。
3,哈尔的移动城堡,5,虽然它确实不如宫崎骏的很多作品，也不是最受欢迎的，但却是我最爱。每次响起俩人初遇时在屋顶跳跃的那段音乐，都觉得莫名的悲伤。也正是因为这种感觉，它才是最爱。
4,哈尔的移动城堡,5,"你的头发染上了星光的颜色……
爱的颜色……"
5,哈尔的移动城堡,5,宫老唯一采用的美男主~~千年一见
6,哈尔的移动城堡,4,人不漂亮活着还有什么意思...哈哈哈哈太可爱了哈尔...
7,哈尔的移动城堡,5,染发剂事件之后，形象崩塌暴露屁孩本质萌到吐血！哈尔一定是宫崎骏作品最帅男主了，配音还是木 村 拓 哉，简直不给活路
8,哈尔的移动城堡,5,爱，就是替爱人找回自己的心。
9,哈尔的移动城堡,4,腾空徒步的那一段，最浪漫
10,哈尔的移动城堡,5,"比起宫爷爷以前的电影,这电影的主题更轻松.但是依然有一如既往的温暖.另外,哈尔那种小屁孩的性格实在太可爱了!"
11,哈尔的移动城堡,5,爱是：1.成为你的仆人；2.拥抱你最丑陋时的模样（人不漂亮因为你才有意思）；3.融化仇敌，卸下巫术；4.秘密小屋只允许你闯入；5.了解你的过去，相信我会在未来等你；6.真心亲吻，解除魔咒；7.放“心”自由，感觉温暖；8.接受爱人的选择，平息一场战争；9.和你建造一所移动城堡，取名为家。10.相信你。
12,哈尔的移动城堡,5,爱给了苏菲勇气，哈尔爱苏菲的勇气。
13,哈尔的移动城堡,4,1，哈尔变身之后的造型就是折了翼的天使。2，王后是女同，看上苏菲了。3，每个宫崎骏都要有老巫婆，善良女，宠物狗，无语怪。还有各种帅男！
14,哈尔的移动城堡,5,木村拓哉的声音真是亚萨西啊……
15,哈尔的移动城堡,5,木村的哈尔~
16,哈尔的移动城堡,4,这个……其实我没怎么看明白，14年的宫崎骏粉丝就这么秀逗了。……（后来千和我说她也不懂，少许有点心理安慰……）
17,哈尔的移动城堡,5,激动之下，把日、英、台三个配音版本全看了……
18,哈尔的移动城堡,5,因为有爱的能力和欲望，我们才年轻。如果太自卑与屈服现实，会像苏菲一样瞬间苍老。
19,哈尔的移动城堡,4,看了这么多遍我还是不知道在讲什么，感觉有点野心大，又想把战争啊救赎啊什么的都说好结果就是有点没有重心。画面美爆了，也只有宫崎骏能这么有耐心吧
20,哈尔的移动城堡,5,欧式小镇，美少年，少女，女巫，城堡，魔法……还有比这更对胃口的了吗？
21,哈尔的移动城堡,5,哈尔太帅了 看的我少女心泛滥 哈哈哈 歌曲也超级好听 我看的很表面 看完之后有想很多 但是现在都忘了差不多了 就记得哈尔好帅啊！！！！！！！！！
