,movie,star,comment
0,再次出发之纽约遇见你,5,电影院里坐我前面的男子，每当音乐响起时，都会打开QQ音乐的曲目识别，我很想告诉他，你每一次搜到的歌，都收录在同一本原声带里
1,再次出发之纽约遇见你,4,奈特莉在教育少女方面颇有天赋“dont let him think you are easy”
2,再次出发之纽约遇见你,4,“我之所以爱音乐，是因为它让每一个平凡的瞬间，都充满了意义。生活里的很多细节，因为有了音乐而变成闪亮的珍珠” 8年后再续《曾经》，没有狗血的大情小爱，所有故事就跟每个人的普通日常一样，平淡自然，水到渠成，不拘谨，也不奢望，他们单纯因为音乐而在一起。
3,再次出发之纽约遇见你,4,好喜欢这个很绿茶但一点儿都不婊的故事。
4,再次出发之纽约遇见你,4,通过一首歌就听出男友出轨，恋爱中的人果然个个心思细腻如神探。几场街演好喜欢，詹胖子好萌。KK大概只有听歌声才像个妹子，说话时的血盆大口能忍就忍了，但唱歌时候注意一下表情管理啊【笑cry
5,再次出发之纽约遇见你,4,现代都市小清新，在纽约的各个角落讲故事。捕捉城市的声音这想法好棒啊，真希望乐队的段落能再多一点，看不够。当然，相比《曾经》，这部被打磨得更加美国化了，很多棱角没有了。而且曾经的歌也更好听一些……另外，KK的衣服都特别好看！！
6,再次出发之纽约遇见你,4,城市和音乐真的是一拍即合的恋人，听着音乐走路都有风。治愈系电影，放空心情后奈特莉的血盆大口都不那么讨厌了。 PS一定要给译名“歌曲改变人生”点赞，6个字完全提炼出了电影本身。
7,再次出发之纽约遇见你,4,超爱KK！马尾超可爱，穿衣风格也超赞，唱歌也挺好听，Like a Fool最好听，还有敏锐的洞察力！求传授！以城市为背景音想法很棒，听得我燃起了音乐魂。男女主之间朦胧的感情处理地也很好，更多的是惺惺相惜吧。最后居然被骚当的Lost Stars戳哭了，还有可怜的小眼神儿。坚持做纯粹的音乐还是大众的音乐？
8,再次出发之纽约遇见你,5,我知道它不完美。我知道爱上和音乐生活的人是什么感觉，也记得他开始给其他女人写歌时，是什么感觉。KK比我想的好太多。Mark和Adam是两个阶段，别做谁的fucking缪斯，记住这一刻就够了。分享歌单踩街曾是我年轻时的恋爱法则，现在都不再重要，想到这，又哭了出来。Mark演的特别好，我爱每一个瞬间。
9,再次出发之纽约遇见你,5,电影给4星，歌曲加一星。原声带真的是要进入本年度最佳电影原声候选了。
10,再次出发之纽约遇见你,4,无论从故事、表演还是音乐上，都明显超越了7年前的Once，说不如的无非是出于怀旧罢了。Keira Knightley的唱功是唯一的短板。OST必入。
11,再次出发之纽约遇见你,4,延续once但不如前作，一场独立音乐人的梦想YY。用录专辑串故事，用歌曲串电影，独立音乐与独立电影相辅相成。用倒霉制作人被音乐拯救开篇，作用鲜明。醉酒状态下对幻想的伴奏、跟随耳机扫街两场戏很吸引人。但剧情全随歌曲烘托推动，正如片中台词:再无聊的场景也会因音乐变为璀璨珍珠。
12,再次出发之纽约遇见你,5,#SIFF# 对不起Mark叔太adorable了我满脑子都是“啊啊啊啊啊”，在天台弹贝斯的地方啊啊啊啊啊啊啊站在镜头边缘我也只看见他啊！歌非常非常好（反正歌一好我就会冲动给高分别理我）！情节不像once那么散，城市环境音的想法很有趣+乐队成员间的dynamics酷毙了！
13,再次出发之纽约遇见你,5,好听、好看的小清新。最棒的是两人没上床，连个吻都没有。
14,再次出发之纽约遇见你,4,增强版《Once》，音乐还是非常好听，整个故事很清新很温暖，《大地惊雷》的小姑娘很抢眼，可惜后面不够出彩了。但总感觉缺了点《Once》里那种真诚、伤痛和爱的错失，略有些甜腻。不过仍然是非常好看非常舒服的电影。
15,再次出发之纽约遇见你,5,你看，有太多东西比性更有凝聚力。
16,再次出发之纽约遇见你,4,我好喜歡這部電影，連討厭的凱拉奈特莉都變得順眼起來。John Carney有一顆青春之心，否則怎能如此浪漫寬容？結尾女主角選擇了重新開始，一段更加自由，嶄新的生活，反高潮之餘平添一份暖意
17,再次出发之纽约遇见你,4,数字音乐赢了。
18,再次出发之纽约遇见你,5,女主太effortless chic
19,再次出发之纽约遇见你,5,让我喜欢的是，每一个桥段都没有落入俗套。爱在歌声最高潮时离开，是最好的结果——“爱你的每一个瞬间，像飞驰而过的地铁”。音乐和电影是人类最敏感、温柔的触角，很幸运我和我的爱人小伍，也是如此。
20,再次出发之纽约遇见你,4,如果把这看做是<Once>的续集，讲男主成名后和女主搬到纽约继续发展的故事的话，那我以后还真挺难再直视宽街上<Once>的大海报的....可能因为有Adam  Levine的原因，曲风比<Once>里的要流行，而且换成纽约当背景，整个电影又治愈又有朝气，结局稍微有点矫情，不过看完心情特别好，现在就等原声了
21,再次出发之纽约遇见你,4,不如叫《平胸改变人生》，整体清新可爱，好听自然！重点是KK在里面一点都不招人烦，几套衣服真是好看.....
22,再次出发之纽约遇见你,4,这是一部靠听觉来感受的电影。即使没有画面，这一曲曲动人的情歌都能将人灌醉。而且歌曲还串联起剧情的起承转合以及人物的各种情绪。最令人感动的是没有男女主角狗血的在一起的剧情，最终的各自美好令人动容。#第十七届上海国际电影节#
23,再次出发之纽约遇见你,5,沒想到綺拉奈特莉唱歌這麼好聽！很喜歡她演的女主角：內斂聰慧，善感卻不失灑脫，就像一本充滿靈氣的好書。對音樂的態度其實就是對人生與情感的態度：有時需要不顧一切往前衝，但有時也需要停下來緩一緩。只有不過於炙熱才能感受到對方對你的溫度，也只有保持彼此都舒服距離才能真正走近你想走進的人。
24,再次出发之纽约遇见你,4,要有多信一个人的taste，才会戴着各自的耳机用分线器分享她手机里的每一首歌，并肩走在夜晚的街头，就这么一直走。芭乐情歌和芭乐故事永远都不嫌多，有音乐真好，爱音乐真好。
25,再次出发之纽约遇见你,4,不如《曾经》，但足够清新可爱。
