,movie,star,comment
0,九品芝麻官,5,原来很多年前，就有人跟我们说了一个上访成功的故事
1,九品芝麻官,5,贪官要奸，清官更要奸，这样才能治得了贪官。
2,九品芝麻官,5,"非常欢乐,自认比唐伯虎点秋香好看!!"
3,九品芝麻官,4,星爷的喜剧虽然无厘头但是还是值得深思的，记忆最深的一段就是和妓院的人斗嘴，以一敌十，最后去海边的场景
4,九品芝麻官,4,正宗的周氏无厘头电影~~
5,九品芝麻官,5,我心目中的周星驰系列电影no1，有特别强的现实意义，影射现实
6,九品芝麻官,5,鲁芬PK苑仔。吴回客串了一把，最后一次在电影里亮相，转年，老先生就去世了。
7,九品芝麻官,5,要不怎么说星爷的电影百看不厌呢。此片可以说是全程高能，金句频出，从头笑到尾根本停不下来，最难得的是笑中带泪，情感真挚。仔细看能发现连路人都全身是戏。
8,九品芝麻官,4,星爷的电影总是那么无厘头的搞笑，现在看还是很喜欢
9,九品芝麻官,4,看一次笑一次，很经典了。周氏喜剧中最喜欢的一部，情节曲折，笑点满满。还有这里不管是张敏还是蔡少芬都好美，好有味道。
10,九品芝麻官,5,无厘头下的幽默，《九品芝麻官》即有着对官僚主义辛辣的讥嘲，同也包涵以小人物的励志情怀，电影做到了真正将笑料契合剧情的呼之欲出，更在节奏把控上有着决然不凡的力道，一场本自悬疑冤假错案的拨乱反正，却能时刻为人忍俊不禁，令人永远记住了那个满是荒诞却又刚正不阿的九品芝麻官包龙星。
11,九品芝麻官,5,"开心就好,有时心里不痛快,电影就是干这个用的"
12,九品芝麻官,4,对吴启华演的坏人印象深刻……
13,九品芝麻官,4,小时候就是看星爷电影长大的，这部电影也是我非常喜欢的一部，张敏的演技很好，塑造好多让人印象深刻的角色，吴孟达和星爷不愧是黄金搭档，配合相当默契
14,九品芝麻官,4,周星驰的经典代表作 看似喜剧的效果 实则讽刺的意味 值得我们细细体会
15,九品芝麻官,5,这部电影特别搞笑，星仔年轻时好帅😘
16,九品芝麻官,5,被诬陷的张敏，插科打诨的吴孟达，妓院老鸨的蔡少芬等等，每一个角色都令人印象深刻。
17,九品芝麻官,4,张敏真是美啊，和以前她别的作品表现出来的英气不一样，这个角色被欺负的时候简直是惹人怜惜啊，钟丽缇也好美好灵啊角色特别适合她，那种有点野性的天然美，蔡少芬也让我耳目一新，和她别的作品差别挺大的，周星驰不必多说，最经典就是那段展现他三寸不烂之舌的了。
18,九品芝麻官,5,这部电影比我年纪都大，带着10后小孩看的，他还是看得津津有味，经典是跨时代的！
19,九品芝麻官,4,周星星的电影真是看的最多了，这部又是当中看的次数很多的一部了，故事的流畅度真是无论第几次看都是酣畅淋漓。
20,九品芝麻官,5,对星爷主演的无厘头喜剧简直没有抵抗力，好几部经典都超级喜欢。
21,九品芝麻官,5,咸鱼宝剑，把铁棍说直，跟石榴姐对骂，都是经典啊，哈哈哈
22,九品芝麻官,4,就喜欢看周式无厘头电影，台词搞笑，节奏紧凑，灰色幽默，看着开心。
23,九品芝麻官,5,最喜欢的一部周星驰电影，看多少遍都很有意思，经典
24,九品芝麻官,4,电影不错，尤其是骂人那段，我曾经也跟着学过那种，不过没成功了(ꈍᴗꈍ)
25,九品芝麻官,5,周星驰说他拍的都是悲剧我们却当成喜剧看，以前不懂也懒得想，年纪大了反而慢慢的悟出了。九品芝麻官应该是非常典型了，包龙星最后能赢并不是什么正义战胜了邪恶，是更大的后台（皇帝）出现了，仅此而已，邪恶战胜了邪恶，想想还是蛮讽刺的。
26,九品芝麻官,5,基本上达到了港产喜剧的巅峰，演员表演很有张力。
27,九品芝麻官,4,星爷的电影总是让人捧腹大笑，但是也有让人潸然泪下的地方，能把喜剧和悲剧融合在一部电影中而且处理的恰到好处的很厉害了。
28,九品芝麻官,4,太经典太搞笑了，星爷巅峰时期的一部佳作。
29,九品芝麻官,4,周星驰的电影重看依然经典，张敏好美。
30,九品芝麻官,4,“如果你把剑吞下去我就不介意。”
31,九品芝麻官,4,包龙星是经过一番曲折的游历才历练成包青天的，若非被逼入绝境，他本无如此触底反弹的境遇与决心。他与下九流厮混，学会了口中吞剑，和嫖客吵架的功夫，又撞上了天大的好运，在妓院碰到了当今天子。正义不是那么容易声张的，即便他是主角，最后扳倒贪官，也押上了他的全部生平所学、运气与勇气。
32,九品芝麻官,4,港台佳作076.王晶最好的作品之一，也是他与星爷风格最合宜的几部佳作。节奏把握极佳，毫无赘笔，就连学吞宝剑在后面都有了呼应。出场人物众多，个个出彩，很大程度上也是因为常威灭门案设置的巧妙，还讽刺了一下同治帝的真实历史，并不狗血肤浅，可见剧本确实花了心思。这在当时快餐化的电影市场中殊为难得。
33,九品芝麻官,5,喜剧！ 就是周星驰和吴孟达的最好看  不要演  站在那就是演绎精彩
