,movie,star,comment
0,E.T. 外星人,4,在一个特级还不够发达的年代，只能依靠更多的温情和笑料，比如最后ET对德鲁说be good，他临走带走了他们家的一盆花，这是最后的唯一的纪念，然后就一别三十年，只留下天空一道彩虹。
1,E.T. 外星人,4,断断续续看过很多次，而且都是很多年前，看完整版还是第一回，自行车突然飞腾的时候多少有些激动。童心与童年爱做的梦，属于童年的故事。
2,E.T. 外星人,5,有史以来最温情的科幻片，喜欢小E.T
3,E.T. 外星人,5,一则感人的美丽童话，适合大人和孩子们一起观看。没想到竟然是82年的片子~~
4,E.T. 外星人,4,小伙子骑自行车是十级水平，可以代表国家参加奥运会了。2015.3.24成都
5,E.T. 外星人,5,小女孩太可爱
6,E.T. 外星人,5,到现在为止说到外星人我想到的都是这里面的模样
7,E.T. 外星人,5,无比美好的科幻童话，触动心底那最柔弱的神经。
8,E.T. 外星人,4,电影很好看！小孩子们真的是特别的天真和单纯的群体！
9,E.T. 外星人,5,艾里奥特和E.T.一起划过月亮的那一段无限地复活了观众们心中的童话，自行车飞天等场面效果真实、华丽且富有童话的梦幻色彩，特效在这里成为了实现人类梦想的工具。
10,E.T. 外星人,4,电影超越一切隔阂，以一个单纯却永恒的故事打动人心，片中童话般的情节和寓言式的启示让观众笑中带泪。
11,E.T. 外星人,5,"初中毕业的那一年，正好是20周年。和姐姐一起去艺都看的。
当时只恨没带面巾纸……哭S了。"
12,E.T. 外星人,4,ET被抓进实验室，小埃利奥特也一病不起。孩子们愤怒了，他们自发组织起来，营救外星人。埃利奥特也在心灵的感召下苏醒过来，加入营救行动。他们能成功么
13,E.T. 外星人,5,每看一遍哭一遍
14,E.T. 外星人,5,"斯皮尔伯格的温情科幻童话。1.摄影考究,ET与Elliott主观视角镜头纵贯全片,柔焦与梦幻布光。2.金属钥匙碰撞作为声音符号。3.双人舞场景迷幻朦胧,垫脚男孩=花式虐狗?4.单车翱翔于银色月光下,童年的美好梦境。5.初次相识的手势模仿与[德州巴黎]父子复认的倒行相映成趣。6.盆花的荣枯牵动人心。（8.8/10）"
15,E.T. 外星人,4,美好的科幻童话片，就是这et有点丑
16,E.T. 外星人,4,属于大人的童心与童趣
17,E.T. 外星人,5,很温情的科幻片，还有，我喜欢小ET
18,E.T. 外星人,4,1.温馨的科幻片，妙笔生花；2.我应该在10前就看这部影片或者在30年后再看这部电影。
19,E.T. 外星人,4,心思挺巧的，童真最可贵
20,E.T. 外星人,4,可以可以，就是get不到ET的萌点
21,E.T. 外星人,4,经典的手势~剧情赞
22,E.T. 外星人,5,温情的科幻片 难得难得
23,E.T. 外星人,5,在小孩子眼中朋友就是朋友才不管美丑，朋友的愿望我都尽力去帮——干净纯粹。对手指真的超有爱！
24,E.T. 外星人,4,保持童年的回忆
25,E.T. 外星人,4,可爱的小女孩儿，可爱的片子
26,E.T. 外星人,5,1982年的片子，我真佩服他们的想象力！
27,E.T. 外星人,4,外星人做得很真实，温馨感人。
28,E.T. 外星人,4,很好看的电影呐
29,E.T. 外星人,5,#加长版#正如我们需要《银翼杀手》一样，我们也需要《ET》，科幻电影可以承载对未来和科技的思考，同样可以承载对情感的向往和寄托，斯皮尔伯格一以贯之的童真在ET的孩子们身上就已淋漓尽致地展现了出来，当然，john williams的配乐加持也为电影增色许多
30,E.T. 外星人,4,为什么每次一看到小孩+外星人or机器人的电影，我就开始哭倒不行，我是有神马毛病...
31,E.T. 外星人,5,88/100 重看才发现这部讲童年的电影长大后真的就变成了我的童年回忆，现在才明白那句反复出现的“stay”的含义，它是我们希望青春年少可以永存的呼唤。现在的小朋友长大后看到“怪奇物语”也会是同样的感慨吧。
32,E.T. 外星人,5,"I can predict the ending of such a science fiction movie but I can not foresee how moving I'll harvest before I saw it.A touching story contains a group of lovely and brave kids,a miraculous creature and some snobbish adults.That's E.T's charm."
33,E.T. 外星人,4,追溯说有最早的植入。被萌到了。
34,E.T. 外星人,4,好看 经典外加感人
35,E.T. 外星人,5,孩提时候能看到这样的片，是美好的。
36,E.T. 外星人,5,世界上要是没有过快乐就好了！没有快乐做对比，痛苦也就不存在了？？？——给小朋友们放映：刚开始，他们还担心外星人出现会有点恐怖，后来，他们越来越着迷，意外地，艺杰第二次（印象中）看哭，大家骑自行车送E.T.上飞船却开启了狂笑模式！……总之，是很愉快的观影过程就是了！-2016.02.21
37,E.T. 外星人,4,科幻片也有温情
38,E.T. 外星人,4,很经典的影片
39,E.T. 外星人,4,😘😘外星人最经典的形象之一可了，一个温暖的故事
40,E.T. 外星人,4,大人只有捕获杀戮、研究利用，小孩子才有纯真友谊、遥远星空。
41,E.T. 外星人,4,可能是我最早和妈妈去电影院看的进口片。
42,E.T. 外星人,5,很早的电影了，非常棒！
43,E.T. 外星人,4,这个电影，温情的一塌糊涂，et真的很萌，更感动的是那一家子的三个兄弟姐妹吧
44,E.T. 外星人,5,最温情的科幻片了，细水流长
45,E.T. 外星人,5,超可爱的片子，又温暖又有趣
46,E.T. 外星人,4,英语课上的看的是20周年纪念版，其实那个外星人超级可爱的，我发现我就是喜欢类似Stitch、多比光光的优点小暴力但是纯良的生物。装死的那个场景，真是吓死我了诶！@ECNU S
47,E.T. 外星人,4,童心未泯，童真无敌，像一则感人的童话，ET是最可爱的外星人，竖起一根长长的手指。骑单车飞越月球，充满想象力的美妙画面。低位摄影法，仰视成人，钥匙男和老师都只有下半身。后半部成人的介入，世界变得不再纯真，一些动作场景拍得比较粗糙
48,E.T. 外星人,4,小时候第一次看见自行车飞天时，激动地难以自已。ET离去时，我不知道流了多少眼泪……
49,E.T. 外星人,5,30年了，今天看来，鸡蛋形状的飞行器简陋寒酸，可人类和外星人之间的真挚感情又怎会简陋寒酸。德鲁巴里摩尔小时候可真可爱啊~~~最后和E.T告别的时候又内牛满面了。
50,E.T. 外星人,4,千年灵芝E.T精。上铺男孩下铺睡狗，对手指治愈术，远距离通感术，尤达大师万圣节装，自行车飞行术。 @Hervey Bay Palace Hostel
51,E.T. 外星人,5,一直在回想小時候看过一部科幻片又有外星人又挺美好，就是它了。
52,E.T. 外星人,4,充满温情和童心的电影，外星人的外形虽然怪异可是对自由和美好的向往都是相同的。
53,E.T. 外星人,4,勾起我的成年回忆...
54,E.T. 外星人,4,"2008.5.1 DVD 比看E.T.更使我感兴趣的,是E.T在电影史上留下的痕迹,一个属于自己的ICON--夜幕中驶过月亮的单车,是善良,包容,渴望交流的标志."
55,E.T. 外星人,4,三十年前的片我终于看了。每个孩子心中都有一个萌外星人，可以一起欢乐一起长大。如果我早十年看，如果这个小ET再萌点，那肯定就是五星了。不过近来泪点低的莫名其妙，还是哭了。
56,E.T. 外星人,4,ET looks retarded... 小Drew Barrymore完全激发萝莉情节
57,E.T. 外星人,5,"斯皮尔伯格太偉大了! 我這個年紀才看到這片還會激動, 當時的孩子們該有多興奮...真是好看. 一代人共同的童夢和回憶吧, 啊, 我的人生真缺失. ET的經典形象大概男被顛覆了. 裏面的兩個小孩小時候真可愛."
58,E.T. 外星人,5,"是什么拯救了一个不属于地球的生命? 是什么让他们惺惺相吸? 好奇,勇气,善良,爱筑就一段星际友谊。"
59,E.T. 外星人,4,斯皮尔伯格童心未泯，1980年代的时代佳作
60,E.T. 外星人,5,经典的外星人电影，很喜欢E.T.
61,E.T. 外星人,5,当ET用超能力载着男孩飞起的时候，更多的是震撼，感动是没有理由的。
62,E.T. 外星人,5,"一直幻想遇到ET,并且总是觉得应该是带着我的狗去散步的时候....哈哈,ET狂想者"
63,E.T. 外星人,5,超越一切世俗的隔阂，还原以淳朴之心的本态，是电影《ET》科幻外衣之下最为动人心房的所在，而ET与男主骑车飞跃月夜的一幕，更已然成为了影史典藏，斯皮尔伯格用一个孩子的心态，营造了这场属于孩子更属于大人充满欢乐的科幻童话。
64,E.T. 外星人,4,老子以后万一拍个大陆山寨版的，少不了体重200斤的PLA将领，爱看喜洋洋灰太郎和蓝猫淘气3000问的勇敢少年和邻居家讨人嫌的卷毛京巴出现
65,E.T. 外星人,4,好怀旧。小时候我觉得ET长得真恶心，长大了再看，发现。。。还是很恶心。。。恩，我说的是english teacher。。。
66,E.T. 外星人,4,挺好看的，就是剧情挺老套的，美人鱼是不是也这样
67,E.T. 外星人,4,记得有一阵儿街上到处是穿着印有ET的Tee的小孩，十多年后我才完整看了这片，童年总算是圆满了。ET犹抱琵琶遮面出场，并不卖萌抑或煽情，自行车腾空而起的一瞬依旧激荡童心。真想捏一把巴里摩尔的小脸。
68,E.T. 外星人,5,我一直以为我是一个会为技术派硬科幻着迷的人，不过好几部电影让我发现温情脉脉的叙述也会让我感动。不能自拔，无过于此
69,E.T. 外星人,4,Steven Spielberg拍科幻片+儿童片确实擅长。。结尾很感人。。让我永远记住其貌不扬的ET。。
70,E.T. 外星人,5,斯皮尔伯格的想象力成就了这部电影，孩子永远比成年人要可爱，有爱心的多，可是孩子又不可避免的变成成年人，无法保持童贞，这才是可悲的地方。
71,E.T. 外星人,4,好喜欢小E.T啊～我咋没有个小机器人尼
72,E.T. 外星人,4,看了J.J的《super 8》后特地翻出这片子回顾，毕竟人家像斯皮尔伯格致敬的。我只能说J.J的致敬很不靠谱。
73,E.T. 外星人,4,碰巧看了部介绍斯皮尔伯格的片子，才知道那么多我曾经超唉的片子都是他拍的
74,E.T. 外星人,5,有句土话叫插上想象的翅膀，用这儿一点都不土，斯皮尔伯格就这么带我们飞了起来，经典果然能在时间长河中愈发沉淀
75,E.T. 外星人,4,斯皮尔伯格的煽情经典之一，看完电影就想去看看外太空，温馨感人。
76,E.T. 外星人,4,小时候看片的渠道非常狭窄，记得某年电视里狂轰滥炸似的播放ET的片段。
77,E.T. 外星人,5,二刷，從高中時期的ipod touch到今天的大熒幕。以淚洗面很多次，自行車跨越月亮那裡真是完全的激動，看得比以前更激動。（4.17 #金馬奇幻影展 @台北星光影城）
78,E.T. 外星人,5,"高大的森林巨树,浓密的灌木草丛,明亮的星斗,爱略亚用带着大车兜的自行车,载着E.T.飞上深蓝的夜空,身影如剪纸般划过洁白的大月球......"
79,E.T. 外星人,4,天真的电影属于天真的年纪，再看只是里面的天真童趣依然奏效
80,E.T. 外星人,5,这次看的是20周年那个特别版本，有许多幕后花絮，十分有趣。里面有段斯皮尔伯格讲，他请卢卡斯去看片的时候说要给他一个惊喜，看到尤达大师出场的时候，卢卡斯用胳膊顶了斯皮尔伯格一下。
81,E.T. 外星人,4,美好的童话，可惜故事讲得不好，不会讲故事的好导演……
82,E.T. 外星人,4,果然孩子的感情最纯真的
83,E.T. 外星人,5,86 在这部影片之前，外星人的形象一直都是丑陋而又邪恶的，来到地球的唯一目的就是杀掉人类占领这个星球。而E.T不同，它就像一个童话故事，可爱而又充满童真。自行车腾飞而起的那一瞬间起了一身鸡皮疙瘩，再加上1982年这个年代，5星无可厚非。P.S：小时候的德鲁巴里摩尔简直是世界上最萌的小女孩。
84,E.T. 外星人,4,童心总是这么美好！ Drew Barrymore崭露头角
85,E.T. 外星人,5,斯皮尔伯格善长制造美丽的童话世界和最纯真的幻想，虽然这是一部科幻片，但却是那样的童真和纯情，真的。
86,E.T. 外星人,5,每个孩子都喜欢看的电影，每个成年人都应该去看的电影
87,E.T. 外星人,5,在那个年代不需要花大量资金拼特效，所有的功夫都用来描写Et如何和Elliott一家建立感情，从最初的恐惧到最后的难舍难分。虽然没有今天的特效来得让人震撼，台词也很简单，却比任何一部都触动到我。小朋友们的演技满分，情感的表达满分。居然到今天才看到这么好的电影，有点可惜，但也正是因为现在看了，看懂了（感觉如果小时候看不一定有今天的理解）更觉得它好。
88,E.T. 外星人,4,这种影片最能引起我童年时代想象空间的电影
89,E.T. 外星人,5,放下出色的想象力不谈，整个剧本的结构非常优秀，自始至终存在的外界紧张压力和内部舒缓的故事节奏以及主角的行为动力都非常合理。故事把悬念与感情发展结合得如此巧妙，一步步的铺垫把感情的发展作为故事叙述的线索，剧本功力可见一斑。
90,E.T. 外星人,4,骑自行车穿过月亮的经典画面，的确彰显了斯皮尔伯格的想象力和审美情怀，为了这足以载入史册的一幕加一颗星，其它的其实还是挺没营养的。
91,E.T. 外星人,5,有一种经典就是不论过了多少年，甚至你已经记不清具体的细节，却仍然会在提起它的时候，脑海中鲜明的跳出许多生动的画面，对我来说《ET》就是这样的经典。
92,E.T. 外星人,5,一群少年骑着自行车，腾空，起飞，划过夕阳，顿时就凌乱鸟…ET不萌也不可爱，甚至第一次见到手的时候还有点小怕，宇宙飞船也简陋得很，但温情不需要修饰，技术不发达的过去，只能在剧情上下功夫，催生更多的优秀电影。ET打电话回家。但，这里，好疼…小男孩们真勇敢，假成熟，小女孩，萌。
93,E.T. 外星人,4,小时候小说和电影都看过不下三遍 确实是经典科幻之作
94,E.T. 外星人,4,童话故事是美丽的，孩子们的世界很美好，可是E.T丑到我了😂
95,E.T. 外星人,5,小男孩骑着他的小脚踏车，载着E.T.飞过那轮硕大的明媚的月亮，我就不信再能有哪个形象打破这个经典了。。。太童话了。。
96,E.T. 外星人,5,本身看完挺感动的，结果看到有评论说生病ET的皮肤像柿饼。。。一下就乐了。。。个人更喜欢像保罗那种喜剧外星人电影
97,E.T. 外星人,4,2008-1-26 1:03:32 8/7.8(78055) 人人都爱小萝莉
98,E.T. 外星人,5,看到一群小孩骑着自行车在天上飞的时候我心想：人类已经无法阻止你们了。。。
99,E.T. 外星人,4,小时候还特意买的碟。 无邪的无地自容。8.2
100,E.T. 外星人,4,小时候还特意买的碟。 无邪的无地自容。8.2
101,E.T. 外星人,5,一直忘不了这部电影给我的感动，如果我们也能这样保护谁。
102,E.T. 外星人,4,蓝的异常的天空 金色的满月 树影憧憧 下一刻你将永远离开 我们以同样的方式心痛 i will be right here 这句话只是一场粘合不了分别的缝补 手起针落撕皮扯肉的缝补 可我们仍然需要以缝补来给自己慰藉 因为某个地方更痛..
103,E.T. 外星人,5,属于所有人的童年故事，使人不禁回想起深藏于心中的诚挚与羁绊是多么珍贵。对于大人们搜索E.T.的暗线的无声处理不错
